Rank,Name,Team,Pos,Fantrax,Sleeper,MFL,Sleeper,MFL,Ottoneu,Status,Injury
T280,Colson Yankoff,WAS,TE,-,-,-,-,,,,
T280,Jacob Sirmon,FA,QB,-,-,-,-,,,,
T280,Isaiah Bowser,FA,RB,-,-,-,-,,,,
T280,Greg Newsome,CLE,CB,-,-,-,-,,,NFI-A,Hamstring
T280,Zack Annexstad,TB,QB,-,-,-,-,,,NFI-A,Undisclosed
T280,Talanoa Hufanga,SF,S,-,-,-,-,,,PUP-P,Knee - ACL
T280,Kana'i Mauga,LV,LB,-,-,-,-,,,,
T280,Thomas Yassmin,DEN,TE,-,-,-,-,,,,
T280,Siaosi Mariner,FA,WR,-,-,-,-,,,,
T280,Michael Woods,CLE,WR,-,-,-,-,,,,
T280,Jack Plummer,CAR,QB,-,-,-,-,,,,
T280,Ben Bryant,FA,QB,-,-,-,-,,,,
T280,Chuck McClelland,FA,RB,-,-,-,-,,,,
T280,Lorenzo Lingard,JAX,RB,-,-,-,-,,,,
T280,DJ Ivey,CIN,CB,-,-,-,-,,,PUP-P,Knee - ACL
T280,Greg Rousseau,BUF,DE,-,-,-,-,,,,
T280,Delrick Abrams,FA,CB,-,-,-,-,,,,
T280,Payton Wilson,PIT,LB,-,-,77.00,-,,,,
T280,Ricky Person,SEA,RB,-,-,-,-,,,,
T280,Christopher Dunn,FA,K,-,-,-,-,,,,
T280,Davion Taylor,FA,LB,-,-,-,-,,,,
214,Alec Pierce,IND,WR,228.00,-,-,263.20,,8.43,,
T280,Myjai Sanders,FA,DE,-,-,-,-,,,,
T280,Leonard Taylor,FA,TE,-,-,-,-,,,Ques,Undisclosed
T280,Mark Webb,FA,S,-,-,-,-,,,,
T280,Quentin Lake,LAR,S,-,-,-,-,,,,
T280,Khyiris Tonga,ARI,DT,-,-,-,-,,,,
T280,Jamarius Way,FA,WR,-,-,-,-,,,,
T280,Darren Hall,ARI,CB,-,-,-,-,,,,
T280,Josh Ali,ATL,WR,-,-,-,-,,,Ques,Ankle
T280,Quinton Bohanna,TEN,DT,-,-,-,-,,,,
T280,Lynn Bowden,FA,WR,-,-,-,-,,,,
T280,Phil Hoskins,ARI,DT,-,-,-,-,,,,
T280,Josh Paschal,DET,DE,-,-,-,-,,,,
T280,Jonathan Ford,GB,DT,-,-,-,-,,,,
T280,Pete Guerriero,FA,RB,-,-,-,-,,,,
T280,Forrest Rhyne,FA,LB,-,-,-,-,,,,
267,Blake Grupe,NO,K,286.00,-,-,-,,6.00,,
T280,Kylin Hill,FA,RB,-,-,-,-,,,,
T280,Willie Gay,NO,LB,-,-,-,-,,,,
T280,Tyshaun James,FA,WR,-,-,-,-,,,,
T280,Jordan Jackson,DEN,DT,-,-,-,-,,,,
T280,Jeff Cotton,FA,WR,-,-,-,-,,,Ques,Undisclosed
T280,Oliver Martin,FA,WR,-,-,-,-,,,,
T280,Kwity Paye,IND,DE,-,-,-,-,,,,
T280,Brad Robbins,CIN,P,-,-,-,-,,,,
T280,Luiji Vilain,CAR,LB,-,-,-,-,,,Ques,Knee
T280,Daylen Baldwin,ATL,WR,-,-,-,-,,,,
T280,Trenton Cannon,FA,RB,-,-,-,-,,,Ques,Knee
T280,Ramiz Ahmed,WAS,K,-,-,-,-,,,,
T280,Ryan McDaniel,FA,WR,-,-,-,-,,,,
T280,Troy Hairston,HOU,FB,-,-,-,-,,,,
T280,Samuel Womack,SF,CB,-,-,-,-,,,,
T280,Josh Pearson,FA,WR,-,-,-,-,,,,
T280,Slade Bolden,FA,WR,-,-,-,-,,,,
T280,Matt Corral,FA,QB,-,-,-,-,,,,
T280,Deshaun Fenwick,NE,RB,-,-,-,-,,,,
T280,Israel Mukuamu,DAL,S,-,-,-,-,,,,
T280,Kingsley Enagbare,GB,LB,-,-,-,-,,,,
T280,Ernest Jones,LAR,LB,-,-,-,-,,,,
T280,Brayden Narveson,TEN,K,-,-,-,-,,,,
T280,Darius Rush,PIT,CB,-,-,-,-,,,,
T280,Jarrick Bernard-Converse,NYJ,S,-,-,-,-,,,,
T280,Caden Sterns,DEN,S,-,-,-,-,,,PUP-P,Knee
T280,Caleb Farley,TEN,CB,-,-,-,-,,,,
T280,Dalton Keene,HOU,TE,-,-,-,-,,,,
T280,Kalil Pimpleton,FA,WR,-,-,-,-,,,,
T280,Ronald Awatt,FA,RB,-,-,-,-,,,,
T280,Malcolm Koonce,LV,DE,-,-,-,-,2.01,,,
T280,Tre Avery,TEN,CB,-,-,-,-,,,,
T280,Reed Blankenship,PHI,S,-,-,-,-,2.36,,,
T280,DQ Thomas,FA,LB,-,-,-,-,,,,
T280,Jaquarii Roberson,FA,WR,-,-,-,-,,,,
T280,Jeff Gunter,CIN,DE,-,-,-,-,,,,
T280,Sage Surratt,FA,TE,-,-,-,-,,,,
T280,Ja'Sir Taylor,LAC,CB,-,-,-,-,,,,
T280,Darnay Holmes,NYG,CB,-,-,-,-,,,,
T280,Jaelan Phillips,MIA,LB,-,-,-,-,,,PUP-P,Achilles
T280,Christian Elliss,NE,LB,-,-,-,-,,,,
T280,Marlon Tuipulotu,PHI,DT,-,-,-,-,,,,
T280,Jalen Pitre,HOU,S,-,-,-,-,,,,
T280,Josiah Scott,PIT,CB,-,-,-,-,,,,
T280,Abram Smith,FA,RB,-,-,-,-,,,,
T280,Wyatt Hubert,FA,DE,-,-,-,-,,,,
T280,Keion White,NE,DE,-,-,-,-,,,,
T280,Cyril Grayson,FA,WR,-,-,-,-,,,,
T280,Coby Bryant,SEA,CB,-,-,-,-,,,,
T280,Darrick Forrest,WAS,S,-,-,-,-,,,,
T280,Quintin Morris,BUF,TE,-,-,-,-,,,,
T280,Desmond Ridder,ARI,QB,-,-,-,-,,10.08,,
T280,Spencer Brown,FA,RB,-,-,-,-,,,,
T280,Dustin Crum,FA,QB,-,-,-,-,,,,
T280,Phidarian Mathis,WAS,DT,-,-,-,-,,,,
T280,LaBryan Ray,CAR,DE,-,-,-,-,,,,
T280,Henry Ruggs,FA,WR,-,-,-,335.80,,,,
T280,Amari Rodgers,FA,WR,-,-,-,-,,,,
T280,A.J. Terrell,ATL,CB,-,-,-,-,,,,
T280,Tae Daley,FA,S,-,-,-,-,,,Ques,Undisclosed
T280,Braxton Burmeister,FA,WR,-,-,-,-,,,,
T280,Salvon Ahmed,MIA,RB,-,-,-,-,,5.00,,
T280,Hunter Bryant,FA,TE,-,-,-,-,,,Ques,Undisclosed
T280,Terrell Bynum,FA,WR,-,-,-,-,,,,
T280,Alex Cook,CAR,S,-,-,-,-,,,,
T280,Jake Haener,NO,QB,-,-,-,-,,,Ques,Illness
T280,Elijah Molden,TEN,S,-,-,-,-,1.75,,,
T280,Matt Bushman,FA,TE,-,-,-,-,,,,
T280,Neil Pau'u,FA,WR,-,-,-,-,,,,
T280,Xavier Ubosi,FA,WR,-,-,-,-,,,,
T280,Anthony Rush,FA,DT,-,-,-,-,,,,
T280,Tre Norwood,FA,S,-,-,-,-,,,,
T280,Charleston Rambo,FA,WR,-,-,-,-,,,Ques,Undisclosed
T280,Isaiah Thomas,CLE,DE,-,-,-,-,,,,
T280,Daewood Davis,CAR,WR,-,-,-,-,,,,
T280,Austin Faoliu,FA,DT,-,-,-,-,,,,
T280,Johnny Johnson,HOU,WR,-,-,-,-,,,,
T280,Deommodore Lenoir,SF,CB,-,-,-,-,,,,
T280,Paulson Adebo,NO,CB,-,-,-,-,,,,
T280,Tucker Fisk,FA,TE,-,-,-,-,,,Ques,Undisclosed
T280,Davis Mills,HOU,QB,-,-,-,-,,15.00,,
T280,Hunter Long,LAR,TE,-,-,-,-,,,,
T280,Isaiah McDuffie,GB,LB,-,-,-,-,4.64,,,
T280,Thayer Thomas,MIN,WR,-,-,-,-,,,,
T280,Montrell Washington,KC,WR,-,-,-,-,,,,
T280,Tommy DeVito,NYG,QB,-,-,-,-,,6.60,,
T280,Marcus Jones,NE,CB,-,-,-,-,,,,
T280,Kingsley Jonathan,BUF,DE,-,-,-,-,,,,
T280,Ifeatu Melifonwu,DET,S,-,-,-,-,2.97,,,
T280,Montaric Brown,JAX,CB,-,-,-,-,,,,
T280,Kamren Curl,LAR,S,-,-,-,-,,,,
T280,Anders Carlson,GB,K,-,-,-,-,,5.00,,
T280,Micheal Clemons,NYJ,DE,-,-,-,-,,,,
T280,Buddy Johnson,DAL,LB,-,-,-,-,,,,
T280,Jacob Kibodi,NO,RB,-,-,-,-,,,,
T280,Jayden Peevy,FA,DT,-,-,-,-,,,,
T280,John Ridgeway,WAS,DT,-,-,-,-,,,,
T280,Eric Scott,DAL,CB,-,-,-,-,,,,
T280,Tanner Taula,TB,TE,-,-,-,-,,,NFI-A,Undisclosed
T280,DJ Johnson,CAR,LB,-,-,-,-,,,Ques,Knee
T280,Jason Pinnock,NYG,S,-,-,-,-,,,,
T280,Jaylen Twyman,FA,DT,-,-,-,-,,,,
T280,Joey Blount,ARI,S,-,-,-,-,,,,
T280,Charles Snowden,LV,LB,-,-,-,-,,,,
T280,Malik Flowers,FA,WR,-,-,-,-,,,,
T280,Nate Landman,ATL,LB,-,-,-,-,2.84,,,
T280,Laviska Shenault,SEA,WR,-,-,-,-,,,,
T280,Kennedy Brooks,FA,RB,-,-,-,-,,,,
T280,Tre Brown,SEA,CB,-,-,-,-,,,,
T280,Ryan Jones,FA,TE,-,-,-,-,,,,
T280,Aaron Shampklin,PIT,RB,-,-,-,-,,,,
T280,Mike Brown,TEN,S,-,-,-,-,,,,
T280,Andrew Mevis,FA,K,-,-,-,-,,,,
T280,Hamze El-Zayat,NYJ,WR,-,-,-,-,,,,
T280,Joe Tryon-Shoyinka,TB,LB,-,-,-,-,,,,
T280,Benton Whitley,NYG,LB,-,-,-,-,,,,
T280,E.J. Jenkins,PHI,TE,-,-,-,-,,,,
T280,Jeff Thomas,FA,WR,-,-,-,-,,,,
T280,Blake Haubeil,FA,K,-,-,-,-,,,,
T280,Matthew Jackson,TEN,S,-,-,-,-,,,,
T280,Javelin Guidry,FA,CB,-,-,-,-,,,Ques,Knee
T280,Jaylon Johnson,CHI,CB,-,-,-,-,,,,
T280,Devin Lloyd,JAX,LB,-,-,-,-,,,,
T280,Bryan Thompson,BUF,WR,-,-,-,-,,,,
T280,Marquise Blair,SEA,S,-,-,-,-,,,Ques,Undisclosed
T280,John Penisini,FA,DT,-,-,-,-,,,,
T280,Blake Proehl,FA,WR,-,-,-,-,,,,
T280,Daniel Whelan,GB,P,-,-,-,-,,,,
T280,Colton Dowell,TEN,WR,-,-,-,-,,,PUP-P,Knee - ACL
T280,Dresser Winn,LAR,QB,-,-,-,-,,,,
T280,Lujuan Winningham,FA,WR,-,-,-,-,,,,
T280,Dan Arnold,FA,TE,-,-,-,-,,,,
T280,Pete Werner,NO,LB,-,-,-,-,,,,
T280,Chase Young,NO,DE,-,-,-,-,,,,
T280,Derek Parish,FA,FB,-,-,-,-,,,,
T280,Grant Stuard,IND,LB,-,-,-,-,,,,
T280,Payton Turner,NO,DE,-,-,-,-,,,,
T280,Zaven Collins,ARI,DE,-,-,-,-,,,,
T280,Akayleb Evans,MIN,CB,-,-,-,-,,,,
T280,DaRon Bland,DAL,CB,-,-,-,-,1.86,,,
T280,Noah Igbinoghene,WAS,CB,-,-,-,-,,,,
T280,Elijah Dotson,LAC,RB,-,-,-,-,,,,
T280,Marte Mapu,NE,S,-,-,-,-,,,,
T280,John Samuel Shenker,LV,TE,-,-,-,-,,,,
T280,Isaiah Coulter,FA,WR,-,-,-,-,,,,
T280,De'Shaan Dixon,JAX,LB,-,-,-,-,,,,
T280,Allan George,CIN,CB,-,-,-,-,,,,
T280,Dayo Odeyingbo,IND,DE,-,-,-,-,,,,
T280,Chris Pierce,FA,TE,-,-,-,-,,,,
T280,Kenny Robinson,FA,S,-,-,-,-,,,,
T280,Earnest Brown,TB,DE,-,-,-,-,,,,
T280,Kyric McGowan,MIA,WR,-,-,-,-,,,,
T280,Mark Robinson,PIT,LB,-,-,-,-,,,,
T280,Troy Andersen,ATL,LB,-,-,-,-,,,,
T280,Lance McCutcheon,NYJ,WR,-,-,-,-,,,,
T280,Zyon Gilbert,GB,CB,-,-,-,-,,,,
T280,Jaelon Darden,CLE,WR,-,-,-,-,,,,
T280,Kemon Hall,FA,CB,-,-,-,-,,,,
T280,Cam Johnson,FA,CB,-,-,-,-,,,,
T280,Roger Carter,FA,TE,-,-,-,-,,,,
T280,DeAngelo Malone,ATL,LB,-,-,-,-,,,,
T280,Austin Trammell,JAX,WR,-,-,-,-,,,,
T280,Darrian Beavers,NYG,LB,-,-,-,-,,,,
T280,Tim Jones,JAX,WR,-,-,-,-,,,,
T280,Stone Smartt,LAC,TE,-,-,-,-,,,,
T280,Mykal Walker,WAS,LB,-,-,-,-,,,,
T280,Deon Jackson,FA,RB,-,-,-,-,,,,
T280,Michael Carter,NYJ,CB,-,-,-,-,,,,
T280,Josh Blackwell,CHI,CB,-,-,-,-,,,,
T280,Victor Dimukeje,ARI,LB,-,-,-,-,,,,
T280,Drew Jordan,FA,DE,-,-,-,-,,,,
T280,Noah Gray,KC,TE,-,-,-,384.00,0.52,,,
T280,Connor Heyward,PIT,TE,-,-,-,-,,,,
T280,Rocky Lombardi,CIN,QB,-,-,-,-,,,,
T280,Cody White,SEA,WR,-,-,-,-,,,,
T280,Chris Rumph,LAC,LB,-,-,-,-,,,Ques,Foot
T280,Tony Adams,NYJ,S,-,-,-,-,,,,
T280,Bryce Baringer,NE,P,-,-,-,-,,,,
T280,Nate Hobbs,LV,CB,-,-,-,-,,,,
T280,Emeka Emezie,FA,WR,-,-,-,-,,,,
T280,Trenton Gill,DEN,P,-,-,-,-,,,,
T280,Larrell Murchison,LAR,DT,-,-,-,-,,,,
T280,Joshuah Bledsoe,NE,S,-,-,-,-,,,,
T280,Raymond Johnson,FA,LB,-,-,-,-,,,,
T280,Tyree Gillespie,KC,S,-,-,-,-,,,,
T280,Larry Rountree,FA,RB,-,-,-,-,,,,
T280,Caleb Sampson,FA,DT,-,-,-,-,,,,
T280,Carlos Washington,ATL,RB,-,-,-,-,,,,
T280,Zyon McCollum,TB,CB,-,-,-,-,,,,
T280,Tristin McCollum,PHI,S,-,-,-,-,,,,
T280,Patrick Johnson,PHI,LB,-,-,-,-,,,,
T280,Cameron Sample,CIN,DE,-,-,-,-,,,,
T280,J.J. Howland,FA,TE,-,-,-,-,,,,
T280,Rodney Thomas,IND,S,-,-,-,-,,,,
T280,Raphael Leonard,FA,WR,-,-,-,-,,,,
T280,Dennis Houston,NYG,WR,-,-,-,-,,,,
T280,Bailey Zappe,NE,QB,-,-,-,-,,5.00,,
T280,Travis Bell,CIN,DT,-,-,-,-,,,,
T280,Kobie Turner,LAR,DT,-,-,-,-,10.51,,Ques,Groin
T280,Jake Hummel,LAR,LB,-,-,-,-,,,,
T280,Josh Johnson,FA,WR,-,-,-,-,,,,
T280,Daiyan Henley,LAC,LB,-,-,-,-,,,,
T280,Charlie Kolar,BAL,TE,-,-,-,-,,,,
T280,Bryce Cosby,FA,CB,-,-,-,-,,,,
T280,Justin Hall,FA,WR,-,-,-,-,,,,
T280,Caleb Huntley,FA,RB,-,-,-,-,,,,
T280,Julian Hicks,GB,WR,-,-,-,-,,,,
T280,James Blackman,FA,QB,-,-,-,-,,,,
T280,Cory Durden,LAR,DT,-,-,-,-,,,,
T280,Khalan Laborn,FA,RB,-,-,-,-,,,,
T280,Hamsah Nasirildeen,FA,LB,-,-,-,-,,,Ques,Neck
T280,ZaQuandre White,FA,RB,-,-,-,-,,,,
T280,Marvin Wilson,FA,DT,-,-,-,-,,,,
T280,Pokey Wilson,FA,WR,-,-,-,-,,,,
T280,Kody Case,FA,WR,-,-,-,-,,,,
T280,Jack Cochrane,KC,LB,-,-,-,-,,,,
T280,A.J. Epenesa,BUF,DE,-,-,-,-,,,,
T280,Brandon Smith,FA,WR,-,-,-,-,,,,
T280,Ihmir Smith-Marsette,CAR,WR,-,-,-,-,,,,
T280,Geno Stone,CIN,S,-,-,-,-,,,,
T280,Nate Wieland,FA,LB,-,-,-,-,,,,
T280,Matthew Butler,LV,DT,-,-,-,-,,,,
T280,Jalen Elliott,FA,S,-,-,-,-,,,,
T280,Jamir Jones,FA,LB,-,-,-,-,,,,
T280,Tony Jones,ARI,RB,-,-,-,-,,5.00,,
T280,Julian Love,SEA,S,-,-,-,-,,,,
T280,Javon McKinley,FA,WR,-,-,-,-,,,,
T280,Adetokunbo Ogundeji,FA,LB,-,-,-,-,,,,
T280,Julian Okwara,PHI,DE,-,-,-,-,,,,
T280,Troy Pride,HOU,CB,-,-,-,-,,,,
T280,Caleb Johnson,JAX,LB,-,-,-,-,,,,
T280,Timmy Horne,NYG,DT,-,-,-,-,,,,
T280,Tanner Conner,MIA,TE,-,-,-,-,,,,
T280,Kevin Kassis,FA,WR,-,-,-,-,,,,
T280,Travis Toivonen,FA,WR,-,-,-,-,,,,
T280,Felix Harper,FA,QB,-,-,-,-,,,,
T280,Nick Bosa,SF,DE,-,-,-,-,,,,
T280,Drue Chrisman,FA,P,-,-,-,-,,,,
T280,Luke Farrell,JAX,TE,-,-,-,-,,,,
T280,Jordan Fuller,CAR,S,-,-,-,-,,,,
T280,Malik Harrison,BAL,LB,-,-,-,-,,,,
T280,Keandre Jones,WAS,LB,-,-,-,-,,,,
T280,Binjimen Victor,FA,WR,-,-,-,-,,,,
T280,Chase Allen,FA,TE,-,-,-,-,,,,
T280,Kene Nwangwu,MIN,RB,-,-,-,-,,,,
T280,AJ Parker,FA,CB,-,-,-,-,,,Ques,Undisclosed
T280,D.J. Reed,NYJ,CB,-,-,-,-,,,,
T280,Isaiah Rodgers,PHI,CB,-,-,-,-,,,,
T280,Malik Williams,FA,RB,-,-,-,-,,,,
T280,Alex Kessman,FA,K,-,-,-,-,,,,
T280,Nolan Cooney,FA,P,-,-,-,-,,,,
T280,Brian Johnson,FA,K,-,-,-,-,,,,
T280,DeVontres Dukes,FA,WR,-,-,-,-,,,,
T280,Chris Oladokun,KC,QB,-,-,-,-,,,,
T280,Changa Hodge,FA,WR,-,-,-,-,,,,
T280,Eric Johnson,IND,DT,-,-,-,-,,,,
T280,Rodney Williams,PIT,TE,-,-,-,-,,,Ques,Shoulder - AC Joint
T280,Jose Borregales,FA,K,-,-,-,-,,,,
T280,Stantley Thomas-Oliver,NYG,CB,-,-,-,-,,,NFI-A,Undisclosed
T280,Omari Cobb,FA,LB,-,-,-,-,,,,
T280,Willie Johnson,FA,WR,-,-,-,-,,,Ques,Undisclosed
T280,Nazeeh Johnson,KC,CB,-,-,-,-,,,,
T280,Quez Watkins,PIT,WR,-,-,-,-,,,,
T280,C.J. Brewer,TB,DT,-,-,-,-,,,,
T280,Tarron Jackson,PHI,DE,-,-,-,-,,,,
T280,Kawaan Baker,NE,WR,-,-,-,-,,,,
T280,Roderick Perry,FA,DT,-,-,-,-,,,,
T280,Deontez Alexander,FA,WR,-,-,-,-,,,,
T280,Mark Vital,FA,TE,-,-,-,-,,,,
T280,Ethan Fernea,IND,WR,-,-,-,-,,,,
T280,Curtis Weaver,FA,DE,-,-,-,-,,,,
T280,Avery Williams,ATL,RB,-,-,-,-,,,,
T280,Ben DeLuca,FA,S,-,-,-,-,,,,
T280,Josh Hokit,FA,TE,-,-,-,-,,,,
T280,Josiah Coatney,FA,DT,-,-,-,-,,,,
T280,Drew Anderson,FA,QB,-,-,-,-,,,,
T280,Aleva Hifo,FA,WR,-,-,-,-,,,,
T280,Chris Wilcox,LAC,CB,-,-,-,-,,,,
T280,Jaylon Jones,CHI,CB,-,-,-,-,,,,
T280,Rakeem Boyd,FA,RB,-,-,-,-,,,,
T280,Brenden Schooler,NE,S,-,-,-,-,,,,
T280,Quinn Nordin,FA,K,-,-,-,-,,,Ques,Undisclosed
T280,Samson Nacua,FA,WR,-,-,-,-,,,,
T280,Devin Asiasi,FA,TE,-,-,-,-,,,,
T280,Kekoa Crawford,FA,WR,-,-,-,-,,,Ques,Undisclosed
T280,Michael Dwumfour,CHI,DT,-,-,-,-,,,,
T280,Chris Evans,CIN,RB,-,-,-,-,,5.00,,
T280,Rashan Gary,GB,LB,-,-,-,-,,,,
T280,Khaleke Hudson,NO,LB,-,-,-,-,,,,
T280,David Long,NYG,CB,-,-,-,-,,,,
T280,Josh Metellus,MIN,S,-,-,-,-,3.59,,,
T280,Josh Uche,NE,LB,-,-,-,-,,,,
T280,Ian Book,KC,QB,-,-,-,-,,,,
T280,D.J. Wonnum,CAR,LB,-,-,-,-,2.02,,PUP-P,Quadriceps
T280,Shawn Poindexter,FA,WR,-,-,-,-,,,,
T280,J.J. Taylor,HOU,RB,-,-,-,-,,,,
T280,Julian Blackmon,IND,S,-,-,-,-,,,,
T280,Grayland Arnold,PIT,S,-,-,-,-,,,,
T280,Denzel Mims,JAX,WR,-,-,-,-,,,,
T280,Bravvion Roy,FA,DT,-,-,-,-,,,,
T280,Jared Mayden,FA,S,-,-,-,-,,,,
T280,Aaron Robinson,NYG,CB,-,-,-,-,,,PUP-P,Knee - ACL + MCL
T280,Irv Smith,KC,TE,-,-,-,-,,5.20,,
T280,Quinnen Williams,NYJ,DT,-,-,-,-,,,,
T280,Mack Wilson,ARI,LB,-,-,-,-,,,,
T280,Michael Dereus,FA,WR,-,-,-,-,,,,
T280,Rico Gafford,FA,CB,-,-,-,-,,,,
T280,Tyler Hall,PHI,CB,-,-,-,-,,,,
T280,Cassh Maluia,FA,LB,-,-,-,-,,,,
T280,Armani Rogers,WAS,TE,-,-,-,-,,,,
T280,Mac McCain,NO,CB,-,-,-,-,,,,
T280,Shaka Toney,FA,DE,-,-,-,-,,,,
T280,Quintez Cephus,HOU,WR,-,-,-,-,,,,
T280,Garrett Groshek,FA,FB,-,-,-,-,,,,
T280,Isaiahh Loudermilk,PIT,DE,-,-,-,-,,,,
T280,Kendric Pryor,CIN,WR,-,-,-,-,,,,
T280,Alohi Gilman,LAC,S,-,-,-,-,,,,
T280,Corey Taylor,FA,RB,-,-,-,-,,,,
T280,Tayler Hawkins,SF,S,-,-,-,-,,,,
T280,Nijuel Hill,FA,CB,-,-,-,-,,,,
T280,Trenton Thompson,FA,S,-,-,-,-,,,,
T280,Rico Bussey,FA,WR,-,-,-,-,,,,
T280,La'Darius Hamilton,FA,LB,-,-,-,-,,,,
T280,Aaron Parker,FA,WR,-,-,-,-,,,,
T280,Cole Christiansen,KC,LB,-,-,-,-,,,,
T280,Elijah Riley,NYG,S,-,-,-,-,,,,
T280,Connor Slomka,FA,FB,-,-,-,-,,,,
T280,Raymond Calais,FA,RB,-,-,-,-,,,,
T280,Trey Ragas,FA,RB,-,-,-,-,,,Ques,Undisclosed
T280,DaMarcus Fields,FA,CB,-,-,-,-,,,,
T280,Jordyn Brooks,MIA,LB,-,-,-,-,,,,
T280,Antoine Wesley,FA,WR,-,-,-,-,,,,
T280,T.J. Vasher,FA,WR,-,-,-,-,,,,
T280,John Mitchell,FA,TE,-,-,-,-,,,,
T280,Jake Herslow,FA,WR,-,-,-,-,,,,
T280,Darrell Baker,IND,CB,-,-,-,-,,,,
T280,Kindle Vildor,DET,CB,-,-,-,-,,,,
T280,Dee Eskridge,SEA,WR,-,-,-,-,,,,
T280,Jack Heflin,NO,DT,-,-,-,-,,,,
T280,Adam Zaruba,FA,TE,-,-,-,-,,,,
T280,Andrew Parchment,FA,WR,-,-,-,-,,,Ques,Undisclosed
T280,Sergio Bailey,FA,WR,-,-,-,-,,,,
T280,Nolan Givan,FA,TE,-,-,-,-,,,,
T280,Drew Plitt,FA,QB,-,-,-,-,,,,
T280,Shyheim Carter,TEN,CB,-,-,-,-,,,,
T280,Raekwon Davis,IND,DT,-,-,-,-,,,NFI-A,Undisclosed
T280,Trevon Diggs,DAL,CB,-,-,-,-,,,PUP-P,Knee - ACL
T280,BJ Emmons,FA,RB,-,-,-,-,,,,
T280,Terrell Lewis,PHI,DE,-,-,-,-,,,,
T280,Matt Cole,FA,WR,-,-,-,-,,,,
T280,TJ Brunson,FA,LB,-,-,-,-,,,,
T280,Kwamie Lassiter,CIN,WR,-,-,-,-,,,,
T280,Brian Burns,NYG,LB,-,-,-,-,,,,
T280,Gabe Nabers,FA,FB,-,-,-,-,,,,
T280,Taysir Mack,FA,WR,-,-,-,-,,,,
T280,Ian Thomas,CAR,TE,-,-,-,-,,,,
T280,Trishton Jackson,MIN,WR,-,-,-,-,,,,
T280,Naquan Jones,ARI,DT,-,-,-,-,,,,
T280,Justin Layne,FA,CB,-,-,-,-,,,,
T280,Tyreek Maddox-Williams,ARI,LB,-,-,-,-,,,,
T280,Tyler Coyle,GB,S,-,-,-,-,,,,
T280,Bryce Huff,PHI,LB,-,-,-,-,1.74,,,
T280,Patrick Taylor,SF,RB,-,-,-,-,,,,
T280,Daniel Archibong,FA,DT,-,-,-,-,,,,
T280,Sam Franklin,CAR,S,-,-,-,-,,,,
T280,William Kwenkeu,FA,LB,-,-,-,-,,,,
T280,Branden Mack,FA,WR,-,-,-,-,,,,
T280,Quincy Roche,FA,LB,-,-,-,-,,,,
T280,James Robinson,NO,RB,-,-,-,-,,5.00,,
T280,Isaiah Wright,FA,WR,-,-,-,-,,,,
T280,Kenny Yeboah,NYJ,TE,-,-,-,-,,,,
T280,Cole McDonald,FA,QB,-,-,-,-,,,,
T280,Jabril Cox,MIN,LB,-,-,-,-,,,,
T280,Kameron Cline,BUF,DT,-,-,-,-,,,,
T280,Richie Grant,ATL,S,-,-,-,-,,,,
T280,Trysten Hill,NE,DT,-,-,-,-,,,,
T280,Adrian Killins,FA,RB,-,-,-,-,,,,
T280,Dredrick Snelson,FA,WR,-,-,-,-,,,,
T280,John Bates,WAS,TE,-,-,-,-,,,,
T280,Prince Emili,ATL,DT,-,-,-,-,,,,
T280,Amani Hooker,TEN,S,-,-,-,-,,,,
T280,Cedrick Lattimore,FA,DT,-,-,-,-,,,,
T280,Nick Niemann,LAC,LB,-,-,-,-,2.49,,,
T280,Caleb Shudak,FA,K,-,-,-,-,,,,
T280,Nate Stanley,FA,QB,-,-,-,-,,,,
T280,Kristian Welch,GB,LB,-,-,-,-,,,,
T280,Curtis Robinson,SF,LB,-,-,-,-,,,,
T280,Kaden Smith,FA,TE,-,-,-,-,,,,
T280,Krys Barnes,ARI,LB,-,-,-,-,,,,
T280,Osa Odighizuwa,DAL,DT,-,-,-,-,,,,
T280,Brandon Stephens,BAL,CB,-,-,-,-,,,,
T280,Caleb Wilson,FA,TE,-,-,-,-,,,,
T280,Myles Bryant,HOU,CB,-,-,-,-,,,,
T280,Milo Eifler,ATL,LB,-,-,-,-,,,,
T280,Aaron Fuller,FA,WR,-,-,-,-,,,,
T280,Byron Murphy,MIN,CB,-,-,-,-,,,Ques,Knee - MCL
T280,Levi Onwuzurike,DET,DT,-,-,-,-,,,,
T280,Anthony Gordon,FA,QB,-,-,-,-,,,,
T280,Josh Black,FA,DT,-,-,-,-,,,,
T280,Bryce Hall,TB,CB,-,-,-,-,,,,
T280,Joe Reed,FA,WR,-,-,-,-,,,Ques,Undisclosed
T280,Cam Brown,MIA,LB,-,-,-,-,,,,
T280,Blake Gillikin,ARI,P,-,-,-,-,,,,
T280,Daniel Joseph,FA,DE,-,-,-,-,,,,
T280,Zech McPhearson,PHI,CB,-,-,-,-,,,,
T280,E.J. Perry,FA,QB,-,-,-,-,,,,
T280,Cam Akers,HOU,RB,-,-,-,365.50,1.02,25.71,Ques,Achilles
T280,Tre' McKitty,BUF,TE,-,-,-,-,,,,
T280,Stanford Samuels,FA,CB,-,-,-,-,,,,
T280,Joshua Kaindoh,FA,DE,-,-,-,-,,,,
T280,JaCoby Stevens,FA,LB,-,-,-,-,,,,
T280,Tariq Carpenter,FA,LB,-,-,-,-,,,,
